source,target,annotator,id,Cohesion_value,Informativeness_value,source_file,total_score
"Some played dead. At least 68 people were killed and 175 wounded Saturday at the mall shooting. It was Kenya's worst terror attack in 15 years, said President Uhuru Kenyatta. A group from Somalia took responsibility for the attack. It is called the Shabab.",The Shabab group is a terrorist organization consisting of individuals who have ties to Al-Qaeda and other extremist groups. They use armed conflict to further their political and ideological goals.,Annotator3,6-61,cohesive,Level_3,Batch6_Annotations.csv,
"But he does not want to upset people at home. He said the United States and Iran can ""turn threats into opportunities."" But he also has condemned U.S. ""military interference."" He insisted that Iran's nuclear program is something it will not surrender. Analysts say Obama must be careful not to look too eager to make a deal.", The United States might lose control over its own actions,Annotator3,6-62,incohesive,,Batch6_Annotations.csv,
"Or a $3 million villa on the French Riviera. That's what former government official Bo Xilai got. Bo was recently sentenced to life in prison for accepting bribes. China's population is enormous. Battles for education, health care, jobs and promotions can be tough.", They need to be able to bribe,Annotator3,6-63,incohesive,,Batch6_Annotations.csv,
"Some drone uses are against the law. They can't get in the way of airplanes. Also, people can't use them to spy on their neighbors. But drones mainly take pictures of nature. And they record historic moments, like the celebration of the Kings' hockey victory.", They can interfere with airplane takeoffs and landings,Annotator3,6-64,cohesive,Level_2,Batch6_Annotations.csv,
"Better slip the doctor some money. ""I'm absolutely disgusted by it, but this is how our system works,"" said Luo, a math teacher. Luo is fighting hard to change things. The Chinese government has also started speaking out against overly expensive gifts. Such gifts are often really bribes.", To show respect and gratitude,Annotator3,6-65,incohesive,,Batch6_Annotations.csv,
"The two researchers decided to compare his brain with the brains of both old and young men. Einstein's corpus callosum was much thicker than those of 15 men his age. Compared to 52 young men, it was thicker in five important spots. So Einstein's large corpus callosum may explain his genius. It may have helped the two sides of his brain communicate faster than usual.",for the thickness of his corpus callosum?,Annotator3,6-66,incohesive,,Batch6_Annotations.csv,
"Experts are now deciding whether or not to change the advice given swimmers. Some feel people should still be told to swim parallel to shore. Others feel they should be told to float and wait. The ""float and wait"" approach does have its dangers. In a handful of cases, swimmers would be forced into deeper water.", They might suggest swimming parallel to shore,Annotator3,6-67,incohesive,,Batch6_Annotations.csv,
"It might not be for more than a year. Even without that information, the government is coming up with ideas to help protect the animals. These include planting new trees. There may also be some logging. The idea is to save certain species from being wiped out.", They had to obtain permission from the local community to plant trees and log,Annotator3,6-68,cohesive,Level_2,Batch6_Annotations.csv,
"Hitler's Germany killed between 250,000 and 500,000 Roma. But the hate hardly ended after World War II. Romani Rose is head of a Roma group in Germany. He said hate toward Roma people remains widespread there. His people still suffer unfair and insulting treatment, he said.", They suffer unfair and insulting treatment,Annotator3,6-69,incohesive,,Batch6_Annotations.csv,
"Philadelphia is the poorest of the 10 biggest U.S. cities. It also has a high amount of smoking for a big city, according to a health department report. In Philadelphia, smoking is more common among the poor than people who aren't poor, said Giridhar Mallya. He works for the Philadelphia Department of Public Health. Being poor can be very hard on a person's mind.", Being poor can lead to stress and anxiety,Annotator3,6-70,cohesive,Level_2,Batch6_Annotations.csv,
People can even see them from above. SeaWorld will also study orcas in the ocean. It will have a team of scientists. The scientists will watch over SeaWorld's orcas. They will see if the orcas are happy.,"PETA believes that orcas should not be treated like this. It is not acceptable to have teams of scientists who are interested in the well-being of orcas. Therefore, PETA opposes the involvement of such scientists.",Annotator3,6-71,incohesive,,Batch6_Annotations.csv,
"The U.S. is handling the situation with immigrant children today just like it did for the kids at Vincennes. It's just happening in a much larger way. U.S. law protects people who have been mistreated, but it is not perfect. President Obama is trying to protect these children as best he can. People afraid of being hurt can ask for protection in the U.S.", You must be at least 16 years old,Annotator3,6-72,incohesive,,Batch6_Annotations.csv,
"DAVIE, Richie Incognito and Jonathan Martin played on the offensive line for the Miami Dolphins. They were teammates. But that did not mean the football players got along. People who know Martin say that Incognito bullied the younger player. Dolphins coach Joe Philbin suspended Incognito from the team.", Bullying is a form of aggressive behavior that can have serious consequences for both the victim and the bully,Annotator3,6-73,cohesive,Level_2,Batch6_Annotations.csv,
